timestamp,price,volume
0,50003.04726365193,0.3522818535173381
1000,49992.64787032624,0.21652944662240536
2000,50000.15184192377,1.1453693624078185
3000,50009.55840237126,0.2780791952614892
4000,49990.04812749968,0.4967246963463756
5000,49977.03061944274,1.044430646833127
6000,49978.308452527235,0.22538104800888958
7000,49975.14749852593,0.9728838577776905
8000,49974.97957074318,0.5816495061453766
9000,49966.45412745093,0.5232056983542398
10000,49975.242980032344,0.8927917922536746
11000,49983.01765291665,0.01730893977850362
12000,49983.67773997961,0.19666088677709728
13000,49994.94774257787,0.12277424931141594
14000,49999.62258215459,0.1743196652128322
15000,49991.03046072389,0.22110708470250318
16000,49994.71744301587,0.13872101038370166
17000,49985.130549377915,0.3081261116241682
18000,49993.913211466934,0.18647520187228886
19000,49993.41401562705,0.2904711164069757
20000,49991.5656696609,0.33541586126423767
21000,49984.75798641959,0.14552485578477017
22000,49996.98116728148,0.4951040018330813
23000,49995.4359896382,0.5979085445455506
24000,49991.15328583783,0.7888591869915532
25000,49987.63269735111,0.12483547541380684
26000,49992.95475585392,0.5060005228931471
27000,49996.60881510283,0.6959847998124133
28000,50000.73603162961,0.03383058563884848
29000,50005.04449069406,0.29515078391283633
30000,50026.46771517925,0.4853334685415968
31000,50022.40157889613,0.15881324384605222
32000,50017.27711909746,0.9292348805100683
33000,50009.13724230425,0.6576007060608244
34000,50015.29854171623,0.10487510631780628
35000,50026.59299403376,0.3083950342373902
36000,50025.45292640723,1.6864657559263692
37000,50017.04779093209,0.4089447065267636
38000,50008.80084762217,0.7209606873127399
39000,50015.30834401785,1.2469274934167942
40000,50022.74371395128,0.30645061353795905
41000,50028.17802246483,0.05853074987697643
42000,50021.519617975566,0.1340426010767199
43000,50023.84228433374,0.34167400409078197
44000,50025.009712458566,0.30340078985920105
45000,50027.19774014297,0.41560434781328603
46000,50035.91752794647,0.6693418674229077
47000,50038.155139665716,0.7701621945766566
48000,50044.94991740104,0.5431134006661879
49000,50045.62632020171,1.4401777955842903
50000,50048.52023614738,1.8175559332239122
51000,50054.83964338486,0.6625420248098186
52000,50040.254228630634,0.9833267905936949
53000,50037.055045113186,0.2675671654539668
54000,50032.348054041744,0.08211738823823277
55000,50025.95555067984,0.4308368818173728
56000,50023.20277561502,1.3051547984373966
57000,50038.1613621944,0.09000793683099467
58000,50029.497192970884,0.22903460687531757
59000,50039.18662699214,0.5090859618032618
60000,50022.34757403026,0.2971537971194754
61000,50018.9973391524,0.036791555176442885
62000,50020.6255146774,2.087609620315188
63000,50026.490500030275,0.39854148353165036
64000,50033.60704011299,0.15606611649363963
65000,50041.54647473166,0.2588716044969885
66000,50038.05644805709,0.02473207766948973
67000,50033.429624962344,0.4125409474054087
68000,50042.015856794205,0.8329284933425372
69000,50040.10124261,0.41353206411181925
70000,50027.33577659756,0.7524774192596234
71000,50015.9979935453,0.347750641428916
72000,50006.80137441811,0.7384089513630456
73000,50011.77390534453,0.3635037419824108
74000,50013.198518376725,0.5212266294766109
75000,50020.10567151196,0.9712548777573158
76000,50015.83160962135,2.205994957135295
77000,50017.417533662876,0.27903368180651944
78000,50023.6760083669,1.732597127558709
79000,50020.58117389007,0.06602321926260224
80000,50025.15101519561,0.46425964672359216
81000,50018.52886451007,0.36126274581007023
82000,50014.897112503066,0.4414432237534478
83000,50011.078741968144,0.9335027620244324
84000,49999.119126067766,0.2569207390907338
85000,50003.989002229064,2.1107167071175077
86000,49999.294824686884,0.4070198809606024
87000,49999.419764268154,0.7409670605384635
88000,50004.22740619,0.45471196114286433
89000,50008.69329489692,0.3785449960353636
90000,50015.34874569841,0.29765608210284367
91000,50014.363598229895,0.022187629009763267
92000,50010.12957831995,1.9744582111183984
93000,50009.33224106477,0.530866111707201
94000,49992.45859471143,1.3899752096590121
95000,49977.99174625619,2.031964384504517
96000,49964.77232080438,0.7846036544051174
97000,49954.807872401114,0.24958963157457847
98000,49958.802161018015,0.32709831263086725
99000,49949.755650387786,0.05983474385137423
100000,49945.97796781332,1.1951449028336896
101000,49958.95789971705,0.5977589091916276
102000,49955.39831118758,1.3837958667278845
103000,49962.76743145501,1.221547425514512
104000,49953.43907779045,0.03052537336668644
105000,49951.38665744892,0.8924180757448924
106000,49941.89657525662,0.08298398529051057
107000,49938.510299101436,0.048213967127261524
108000,49946.9037517057,0.5782359424865436
109000,49929.65187044485,0.31431767566113167
110000,49933.990183165995,0.797778444881607
111000,49936.3644570571,1.6453974136297507
112000,49930.43087186205,0.28509502062218856
113000,49915.99250148753,0.47188085364439375
114000,49916.71258987472,0.011563219410313162
115000,49911.426762685,0.1255772587808721
116000,49913.749457064645,0.5706392671768893
117000,49913.967602044686,0.016249562339825028
118000,49929.96039153658,0.5339796632824475
119000,49927.57024534669,0.5063242260975461
